"","X","startTime","duration","app","title","url","endTime","date","category"
"9360",9360,2023-01-07 20:54:00,2.617,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9361",9361,2023-01-07 20:54:00,4.536,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9362",9362,2023-01-07 20:54:00,7.937,"Discord","@Zuza - Discord",NA,2023-01-07 20:54:00,2023-01-07,"other"
"9363",9363,2023-01-07 20:54:00,0.937,"RStudio","RStudio",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9364",9364,2023-01-07 20:54:00,8.303,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9365",9365,2023-01-07 20:54:00,7.844,"Messenger","Messenger",NA,2023-01-07 20:54:00,2023-01-07,"free time"
"9366",9366,2023-01-07 20:53:00,11.22,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9367",9367,2023-01-07 20:53:00,2.101,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:54:00,2023-01-07,"studies"
"9368",9368,2023-01-07 20:53:00,13.592,"Discord","@Zuza - Discord",NA,2023-01-07 20:53:00,2023-01-07,"other"
"9369",9369,2023-01-07 20:53:00,12.28,"Google Chrome","",NA,2023-01-07 20:53:00,2023-01-07,"studies"
"9370",9370,2023-01-07 20:53:00,7.836,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:53:00,2023-01-07,"studies"
"9371",9371,2023-01-07 20:52:00,30.136,"Discord","@Zuza - Discord",NA,2023-01-07 20:53:00,2023-01-07,"other"
"9372",9372,2023-01-07 20:52:00,8.177,"Messenger","Messenger",NA,2023-01-07 20:52:00,2023-01-07,"free time"
"9373",9373,2023-01-07 20:51:00,83.828,"Discord","@Zuza - Discord",NA,2023-01-07 20:52:00,2023-01-07,"other"
"9374",9374,2023-01-07 20:51:00,8.748,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:51:00,2023-01-07,"studies"
"9375",9375,2023-01-07 20:50:00,16.66,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:51:00,2023-01-07,"studies"
"9376",9376,2023-01-07 20:50:00,2.002,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:50:00,2023-01-07,"studies"
"9377",9377,2023-01-07 20:50:00,10.54,"Discord","@Zuza - Discord",NA,2023-01-07 20:50:00,2023-01-07,"other"
"9378",9378,2023-01-07 20:50:00,40.736,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:50:00,2023-01-07,"studies"
"9379",9379,2023-01-07 20:50:00,1.115,"RStudio","RStudio",NA,2023-01-07 20:50:00,2023-01-07,"studies"
"9380",9380,2023-01-07 20:49:00,6.653,"Discord","@Zuza - Discord",NA,2023-01-07 20:50:00,2023-01-07,"other"
"9381",9381,2023-01-07 20:49:00,45.738,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:49:00,2023-01-07,"studies"
"9382",9382,2023-01-07 20:49:00,2.92,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:49:00,2023-01-07,"studies"
"9383",9383,2023-01-07 20:48:00,10.672,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:49:00,2023-01-07,"studies"
"9384",9384,2023-01-07 20:48:00,4.056,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:48:00,2023-01-07,"studies"
"9385",9385,2023-01-07 20:48:00,0.244,"Eclipse","",NA,2023-01-07 20:48:00,2023-01-07,"studies"
"9386",9386,2023-01-07 20:48:00,37.192,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:48:00,2023-01-07,"studies"
"9387",9387,2023-01-07 20:47:00,18.153,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:48:00,2023-01-07,"studies"
"9388",9388,2023-01-07 20:47:00,4.973,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9389",9389,2023-01-07 20:47:00,4.426,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9390",9390,2023-01-07 20:47:00,3.727,"Eclipse","Generate Getters and Setters",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9391",9391,2023-01-07 20:47:00,11.422,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9392",9392,2023-01-07 20:47:00,9.129,"Google Chrome","",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9393",9393,2023-01-07 20:47:00,2.951,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Line.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9394",9394,2023-01-07 20:47:00,5.291,"Eclipse","New Java Class",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9395",9395,2023-01-07 20:47:00,11.16,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9396",9396,2023-01-07 20:46:00,5.305,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:47:00,2023-01-07,"studies"
"9397",9397,2023-01-07 20:46:00,1.595,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9398",9398,2023-01-07 20:46:00,4.136,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9399",9399,2023-01-07 20:46:00,2.977,"Eclipse","Generate Getters and Setters",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9400",9400,2023-01-07 20:46:00,6.149,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9401",9401,2023-01-07 20:46:00,0.027,"Eclipse","",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9402",9402,2023-01-07 20:46:00,8.608,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:46:00,2023-01-07,"studies"
"9403",9403,2023-01-07 20:45:00,79.934,"Discord","@Zuza - Discord",NA,2023-01-07 20:46:00,2023-01-07,"other"
"9404",9404,2023-01-07 20:45:00,8.225,"Discord","ALE MI SIE NIE CHCE NIE - Discord",NA,2023-01-07 20:45:00,2023-01-07,"other"
"9405",9405,2023-01-07 20:45:00,6.054,"Discord","@Zuza - Discord",NA,2023-01-07 20:45:00,2023-01-07,"other"
"9406",9406,2023-01-07 20:44:00,1.567,"Discord","ALE MI SIE NIE CHCE NIE - Discord",NA,2023-01-07 20:45:00,2023-01-07,"other"
"9407",9407,2023-01-07 20:44:00,7.263,"Google Chrome","",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9408",9408,2023-01-07 20:44:00,1.874,"RStudio","RStudio",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9409",9409,2023-01-07 20:44:00,12.796,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9410",9410,2023-01-07 20:44:00,2.187,"Google Chrome","",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9411",9411,2023-01-07 20:44:00,25.125,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9412",9412,2023-01-07 20:44:00,8.271,"Google Chrome","",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9413",9413,2023-01-07 20:43:00,1.098,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9414",9414,2023-01-07 20:43:00,2.538,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:44:00,2023-01-07,"studies"
"9415",9415,2023-01-07 20:43:00,4.865,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9416",9416,2023-01-07 20:43:00,3.417,"Discord","ALE MI SIE NIE CHCE NIE - Discord",NA,2023-01-07 20:43:00,2023-01-07,"other"
"9417",9417,2023-01-07 20:43:00,2.959,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9418",9418,2023-01-07 20:43:00,3.791,"Eclipse","Generate Getters and Setters",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9419",9419,2023-01-07 20:43:00,10.089,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9420",9420,2023-01-07 20:43:00,8.928,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResult.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9421",9421,2023-01-07 20:43:00,5.108,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResultGetter.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9422",9422,2023-01-07 20:43:00,4.082,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9423",9423,2023-01-07 20:43:00,9.737,"Google Chrome","",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9424",9424,2023-01-07 20:42:00,9.287,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:43:00,2023-01-07,"studies"
"9425",9425,2023-01-07 20:42:00,12.591,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResult.java - Eclipse IDE",NA,2023-01-07 20:42:00,2023-01-07,"studies"
"9426",9426,2023-01-07 20:42:00,12.329,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:42:00,2023-01-07,"studies"
"9427",9427,2023-01-07 20:42:00,8.982,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResult.java - Eclipse IDE",NA,2023-01-07 20:42:00,2023-01-07,"studies"
"9428",9428,2023-01-07 20:42:00,7.512,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:42:00,2023-01-07,"studies"
"9429",9429,2023-01-07 20:41:00,14.73,"Discord","ALE MI SIE NIE CHCE NIE - Discord",NA,2023-01-07 20:42:00,2023-01-07,"other"
"9430",9430,2023-01-07 20:41:00,1.795,"Discord","@Zuza - Discord",NA,2023-01-07 20:41:00,2023-01-07,"other"
"9431",9431,2023-01-07 20:41:00,18.679,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:41:00,2023-01-07,"studies"
"9432",9432,2023-01-07 20:41:00,3.025,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote_EndPoint.java - Eclipse IDE",NA,2023-01-07 20:41:00,2023-01-07,"studies"
"9433",9433,2023-01-07 20:41:00,8.193,"Eclipse","New Java Class",NA,2023-01-07 20:41:00,2023-01-07,"studies"
"9434",9434,2023-01-07 20:41:00,10.146,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/MovieResultGetter.java - Eclipse IDE",NA,2023-01-07 20:41:00,2023-01-07,"studies"
"9435",9435,2023-01-07 20:40:00,30.145,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:41:00,2023-01-07,"studies"
"9436",9436,2023-01-07 20:40:00,25.119,"Google Chrome","",NA,2023-01-07 20:40:00,2023-01-07,"studies"
"9437",9437,2023-01-07 20:40:00,6.309,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:40:00,2023-01-07,"studies"
"9438",9438,2023-01-07 20:40:00,8.262,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Details/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:40:00,2023-01-07,"studies"
"9439",9439,2023-01-07 20:40:00,5.773,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:40:00,2023-01-07,"studies"
"9440",9440,2023-01-07 20:38:00,93.584,"Google Chrome","",NA,2023-01-07 20:40:00,2023-01-07,"studies"
"9441",9441,2023-01-07 20:38:00,6.819,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9442",9442,2023-01-07 20:38:00,4.933,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Movies/Movie.java - Eclipse IDE",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9443",9443,2023-01-07 20:38:00,2.659,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/QuoteGetter.java - Eclipse IDE",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9444",9444,2023-01-07 20:38:00,0.36,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9445",9445,2023-01-07 20:38:00,9.197,"Eclipse","New Java Class",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9446",9446,2023-01-07 20:37:00,5.896,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:38:00,2023-01-07,"studies"
"9447",9447,2023-01-07 20:34:00,223.703,"Google Chrome","",NA,2023-01-07 20:37:00,2023-01-07,"studies"
"9448",9448,2023-01-07 20:34:00,1.719,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/Quotes/Quote.java - Eclipse IDE",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9449",9449,2023-01-07 20:34:00,0.359,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9450",9450,2023-01-07 20:34:00,5.945,"Eclipse","New Java Class",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9451",9451,2023-01-07 20:34:00,5.153,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9452",9452,2023-01-07 20:33:00,1.199,"Eclipse","Delete",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9453",9453,2023-01-07 20:33:00,6.554,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:34:00,2023-01-07,"studies"
"9454",9454,2023-01-07 20:32:00,60.39,"Eclipse","New Java Package",NA,2023-01-07 20:33:00,2023-01-07,"studies"
"9455",9455,2023-01-07 20:32:00,3.415,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9456",9456,2023-01-07 20:32:00,7.338,"Eclipse","New Java Package",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9457",9457,2023-01-07 20:32:00,7.646,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9458",9458,2023-01-07 20:32:00,4.899,"Eclipse","New Java Package",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9459",9459,2023-01-07 20:32:00,12.027,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9460",9460,2023-01-07 20:32:00,1.935,"Eclipse","Move",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9461",9461,2023-01-07 20:32:00,2.171,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9462",9462,2023-01-07 20:32:00,2.03,"Eclipse","Move",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9463",9463,2023-01-07 20:32:00,7.327,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9464",9464,2023-01-07 20:32:00,2.444,"Eclipse","Move",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9465",9465,2023-01-07 20:31:00,3.099,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:32:00,2023-01-07,"studies"
"9466",9466,2023-01-07 20:31:00,10.506,"Eclipse","New Java Package",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9467",9467,2023-01-07 20:31:00,4.659,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9468",9468,2023-01-07 20:31:00,1.985,"Eclipse","Move",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9469",9469,2023-01-07 20:31:00,2.879,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9470",9470,2023-01-07 20:31:00,2.055,"Eclipse","Move",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9471",9471,2023-01-07 20:31:00,3.715,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9472",9472,2023-01-07 20:31:00,2.349,"Eclipse","Delete",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9473",9473,2023-01-07 20:31:00,8.103,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9474",9474,2023-01-07 20:31:00,2.22,"Eclipse","Move",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9475",9475,2023-01-07 20:31:00,2.29,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9476",9476,2023-01-07 20:31:00,5.148,"Eclipse","Move",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9477",9477,2023-01-07 20:31:00,6.035,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9478",9478,2023-01-07 20:30:00,20.999,"Eclipse","New Java Package",NA,2023-01-07 20:31:00,2023-01-07,"studies"
"9479",9479,2023-01-07 20:30:00,10.051,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:30:00,2023-01-07,"studies"
"9480",9480,2023-01-07 20:30:00,6.961,"Discord","@Zuza - Discord",NA,2023-01-07 20:30:00,2023-01-07,"other"
"9481",9481,2023-01-07 20:29:00,38.831,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:30:00,2023-01-07,"studies"
"9482",9482,2023-01-07 20:29:00,38.47,"Google Chrome","",NA,2023-01-07 20:29:00,2023-01-07,"studies"
"9483",9483,2023-01-07 20:28:00,22.521,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:29:00,2023-01-07,"studies"
"9484",9484,2023-01-07 20:28:00,5.78,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:28:00,2023-01-07,"studies"
"9485",9485,2023-01-07 20:28:00,7.781,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:28:00,2023-01-07,"studies"
"9486",9486,2023-01-07 20:28:00,1.283,"Eclipse","",NA,2023-01-07 20:28:00,2023-01-07,"studies"
"9487",9487,2023-01-07 20:27:00,44.578,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:28:00,2023-01-07,"studies"
"9488",9488,2023-01-07 20:27:00,2.198,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:27:00,2023-01-07,"studies"
"9489",9489,2023-01-07 20:27:00,11.771,"Discord","@Zuza - Discord",NA,2023-01-07 20:27:00,2023-01-07,"other"
"9490",9490,2023-01-07 20:27:00,9.144,"Discord","ALE MI SIE NIE CHCE NIE - Discord",NA,2023-01-07 20:27:00,2023-01-07,"other"
"9491",9491,2023-01-07 20:27:00,1.542,"Discord","@Zuza - Discord",NA,2023-01-07 20:27:00,2023-01-07,"other"
"9492",9492,2023-01-07 20:26:00,31.473,"Google Chrome","",NA,2023-01-07 20:27:00,2023-01-07,"studies"
"9493",9493,2023-01-07 20:26:00,14.42,"Discord","@Zuza - Discord",NA,2023-01-07 20:26:00,2023-01-07,"other"
"9494",9494,2023-01-07 20:26:00,2.6,"GitHub Desktop","GitHub Desktop",NA,2023-01-07 20:26:00,2023-01-07,"studies"
"9495",9495,2023-01-07 20:26:00,8.424,"Eclipse","eclipse-workspace - Eclipse IDE",NA,2023-01-07 20:26:00,2023-01-07,"studies"
"9496",9496,2023-01-07 20:26:00,5.136,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/App.java - Eclipse IDE",NA,2023-01-07 20:26:00,2023-01-07,"studies"
"9497",9497,2023-01-07 20:26:00,17.753,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:26:00,2023-01-07,"studies"
"9498",9498,2023-01-07 20:25:00,8.95,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/PlotSummary.java - Eclipse IDE",NA,2023-01-07 20:26:00,2023-01-07,"studies"
"9499",9499,2023-01-07 20:25:00,22.454,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsResult.java - Eclipse IDE",NA,2023-01-07 20:25:00,2023-01-07,"studies"
"9500",9500,2023-01-07 20:25:00,12.978,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:25:00,2023-01-07,"studies"
"9501",9501,2023-01-07 20:25:00,16.965,"Discord","@Zuza - Discord",NA,2023-01-07 20:25:00,2023-01-07,"other"
"9502",9502,2023-01-07 20:24:00,10.022,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:25:00,2023-01-07,"studies"
"9503",9503,2023-01-07 20:24:00,39.353,"Discord","@Zuza - Discord",NA,2023-01-07 20:24:00,2023-01-07,"other"
"9504",9504,2023-01-07 20:24:00,1.143,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:24:00,2023-01-07,"studies"
"9505",9505,2023-01-07 20:24:00,4.671,"Google Chrome","",NA,2023-01-07 20:24:00,2023-01-07,"studies"
"9506",9506,2023-01-07 20:23:00,37.753,"Discord","@Zuza - Discord",NA,2023-01-07 20:24:00,2023-01-07,"other"
"9507",9507,2023-01-07 20:23:00,0.915,"RStudio","RStudio",NA,2023-01-07 20:23:00,2023-01-07,"studies"
"9508",9508,2023-01-07 20:23:00,1.185,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:23:00,2023-01-07,"studies"
"9509",9509,2023-01-07 20:23:00,5.385,"Google Chrome","",NA,2023-01-07 20:23:00,2023-01-07,"studies"
"9510",9510,2023-01-07 20:23:00,3.883,"Discord","@Zuza - Discord",NA,2023-01-07 20:23:00,2023-01-07,"other"
"9511",9511,2023-01-07 20:23:00,2.878,"Eclipse","eclipse-workspace - projektzjaviska1/src/main/java/mini/projekt/zpoif/Filmweb/api/DetailsGetter.java - Eclipse IDE",NA,2023-01-07 20:23:00,2023-01-07,"studies"
"9512",9512,2023-01-07 20:22:00,34.076,"Discord","@Zuza - Discord",NA,2023-01-07 20:23:00,2023-01-07,"other"
