"","P_DZIEDZINA","P_ROKDYP","dosw","P_WOJ","WOJ_NAME","sredni_czas"
"627"," nauk medycznych i nauk o zdrowiu",2019,"Tak",6,"lubelskie",3.22255319148936
"628"," nauk medycznych i nauk o zdrowiu",2019,"Tak",8,"lubuskie",4.86111111111111
"629"," nauk medycznych i nauk o zdrowiu",2019,"Tak",10,"łódzkie",2.90608695652174
"630"," nauk medycznych i nauk o zdrowiu",2019,"Tak",12,"małopolskie",3.04493827160494
"631"," nauk medycznych i nauk o zdrowiu",2019,"Tak",14,"mazowieckie",2.70651162790698
"632"," nauk medycznych i nauk o zdrowiu",2019,"Tak",16,"opolskie",3.03038461538462
"633"," nauk medycznych i nauk o zdrowiu",2019,"Tak",18,"podkarpackie",2.55441176470588
"634"," nauk medycznych i nauk o zdrowiu",2019,"Tak",20,"podlaskie",3.180625
"635"," nauk medycznych i nauk o zdrowiu",2019,"Tak",22,"pomorskie",3.39085106382979
"636"," nauk medycznych i nauk o zdrowiu",2019,"Tak",24,"śląskie",2.847875
"637"," nauk medycznych i nauk o zdrowiu",2019,"Tak",26,"świętokrzyskie",1.8088
"638"," nauk medycznych i nauk o zdrowiu",2019,"Tak",28,"warmińsko-mazurskie",3.11076923076923
"639"," nauk medycznych i nauk o zdrowiu",2019,"Tak",30,"wielkopolskie",4.04935897435897
"640"," nauk medycznych i nauk o zdrowiu",2019,"Tak",32,"zachodniopomorskie",3.23066666666667
"641"," nauk medycznych i nauk o zdrowiu",2020,"Nie",2,"dolnośląskie",3.70588235294118
"642"," nauk medycznych i nauk o zdrowiu",2020,"Nie",4,"kujawsko-pomorskie",3.87322580645161
"643"," nauk medycznych i nauk o zdrowiu",2020,"Nie",6,"lubelskie",4.00974358974359
"644"," nauk medycznych i nauk o zdrowiu",2020,"Nie",8,"lubuskie",4.03375
"645"," nauk medycznych i nauk o zdrowiu",2020,"Nie",10,"łódzkie",4.05
"646"," nauk medycznych i nauk o zdrowiu",2020,"Nie",12,"małopolskie",3.85867647058824
"647"," nauk medycznych i nauk o zdrowiu",2020,"Nie",14,"mazowieckie",3.72413333333333
"648"," nauk medycznych i nauk o zdrowiu",2020,"Nie",16,"opolskie",3.69722222222222
"649"," nauk medycznych i nauk o zdrowiu",2020,"Nie",18,"podkarpackie",4.34
"650"," nauk medycznych i nauk o zdrowiu",2020,"Nie",20,"podlaskie",3.81733333333333
"651"," nauk medycznych i nauk o zdrowiu",2020,"Nie",22,"pomorskie",3.54048780487805
"652"," nauk medycznych i nauk o zdrowiu",2020,"Nie",24,"śląskie",3.61413793103448
"653"," nauk medycznych i nauk o zdrowiu",2020,"Nie",26,"świętokrzyskie",3.28041666666667
"654"," nauk medycznych i nauk o zdrowiu",2020,"Nie",28,"warmińsko-mazurskie",3.11
"655"," nauk medycznych i nauk o zdrowiu",2020,"Nie",30,"wielkopolskie",3.68277777777778
"656"," nauk medycznych i nauk o zdrowiu",2020,"Nie",32,"zachodniopomorskie",3.71923076923077
"657"," nauk medycznych i nauk o zdrowiu",2020,"Tak",2,"dolnośląskie",1.78660714285714
"658"," nauk medycznych i nauk o zdrowiu",2020,"Tak",4,"kujawsko-pomorskie",1.63583333333333
"659"," nauk medycznych i nauk o zdrowiu",2020,"Tak",6,"lubelskie",1.851
"660"," nauk medycznych i nauk o zdrowiu",2020,"Tak",8,"lubuskie",2.21625
"661"," nauk medycznych i nauk o zdrowiu",2020,"Tak",10,"łódzkie",1.49657894736842
"662"," nauk medycznych i nauk o zdrowiu",2020,"Tak",12,"małopolskie",1.4436231884058
"663"," nauk medycznych i nauk o zdrowiu",2020,"Tak",14,"mazowieckie",1.28708860759494
"664"," nauk medycznych i nauk o zdrowiu",2020,"Tak",16,"opolskie",1.60368421052632
"665"," nauk medycznych i nauk o zdrowiu",2020,"Tak",18,"podkarpackie",1.52181818181818
"666"," nauk medycznych i nauk o zdrowiu",2020,"Tak",20,"podlaskie",1.57451612903226
"667"," nauk medycznych i nauk o zdrowiu",2020,"Tak",22,"pomorskie",1.5406976744186
"668"," nauk medycznych i nauk o zdrowiu",2020,"Tak",24,"śląskie",1.24246376811594
"669"," nauk medycznych i nauk o zdrowiu",2020,"Tak",26,"świętokrzyskie",1.18916666666667
"670"," nauk medycznych i nauk o zdrowiu",2020,"Tak",28,"warmińsko-mazurskie",1.4175
"671"," nauk medycznych i nauk o zdrowiu",2020,"Tak",30,"wielkopolskie",1.47719298245614
"672"," nauk medycznych i nauk o zdrowiu",2020,"Tak",32,"zachodniopomorskie",1.63551724137931
"673"," nauk rolniczych",2014,"Nie",2,"dolnośląskie",12.4929411764706
"674"," nauk rolniczych",2014,"Nie",4,"kujawsko-pomorskie",8.302
"675"," nauk rolniczych",2014,"Nie",6,"lubelskie",14.0132258064516
"676"," nauk rolniczych",2014,"Nie",8,"lubuskie",1.5
"677"," nauk rolniczych",2014,"Nie",10,"łódzkie",5.21333333333333
"678"," nauk rolniczych",2014,"Nie",12,"małopolskie",10.4472972972973
"679"," nauk rolniczych",2014,"Nie",14,"mazowieckie",9.05021276595745
"680"," nauk rolniczych",2014,"Nie",16,"opolskie",4.11
"681"," nauk rolniczych",2014,"Nie",18,"podkarpackie",9.87666666666667
"682"," nauk rolniczych",2014,"Nie",20,"podlaskie",8.841
"683"," nauk rolniczych",2014,"Nie",22,"pomorskie",2.5
"684"," nauk rolniczych",2014,"Nie",24,"śląskie",8.86
"685"," nauk rolniczych",2014,"Nie",28,"warmińsko-mazurskie",12.1473684210526
"686"," nauk rolniczych",2014,"Nie",30,"wielkopolskie",11.33
"687"," nauk rolniczych",2014,"Nie",32,"zachodniopomorskie",12.652
"688"," nauk rolniczych",2014,"Tak",2,"dolnośląskie",2.495
"689"," nauk rolniczych",2014,"Tak",4,"kujawsko-pomorskie",0.56
"690"," nauk rolniczych",2014,"Tak",6,"lubelskie",1.24933333333333
"691"," nauk rolniczych",2014,"Tak",8,"lubuskie",0
"692"," nauk rolniczych",2014,"Tak",10,"łódzkie",0.413333333333333
"693"," nauk rolniczych",2014,"Tak",12,"małopolskie",1.22666666666667
"694"," nauk rolniczych",2014,"Tak",14,"mazowieckie",0.680625
"695"," nauk rolniczych",2014,"Tak",16,"opolskie",NA
"696"," nauk rolniczych",2014,"Tak",18,"podkarpackie",1.15666666666667
"697"," nauk rolniczych",2014,"Tak",20,"podlaskie",0.411666666666667
"698"," nauk rolniczych",2014,"Tak",22,"pomorskie",0
"699"," nauk rolniczych",2014,"Tak",24,"śląskie",0.94
"700"," nauk rolniczych",2014,"Tak",28,"warmińsko-mazurskie",1.041
"701"," nauk rolniczych",2014,"Tak",30,"wielkopolskie",1.00809523809524
"702"," nauk rolniczych",2014,"Tak",32,"zachodniopomorskie",0.37
"703"," nauk rolniczych",2015,"Nie",2,"dolnośląskie",12.3733333333333
"704"," nauk rolniczych",2015,"Nie",4,"kujawsko-pomorskie",12.302
"705"," nauk rolniczych",2015,"Nie",6,"lubelskie",14.245
"706"," nauk rolniczych",2015,"Nie",8,"lubuskie",NA
"707"," nauk rolniczych",2015,"Nie",10,"łódzkie",12.874
"708"," nauk rolniczych",2015,"Nie",12,"małopolskie",11.734
"709"," nauk rolniczych",2015,"Nie",14,"mazowieckie",11.5712765957447
"710"," nauk rolniczych",2015,"Nie",16,"opolskie",NA
"711"," nauk rolniczych",2015,"Nie",18,"podkarpackie",11.7742857142857
"712"," nauk rolniczych",2015,"Nie",20,"podlaskie",14.055
"713"," nauk rolniczych",2015,"Nie",22,"pomorskie",10.2
"714"," nauk rolniczych",2015,"Nie",24,"śląskie",9.66333333333333
"715"," nauk rolniczych",2015,"Nie",28,"warmińsko-mazurskie",14.7952173913043
"716"," nauk rolniczych",2015,"Nie",30,"wielkopolskie",13.0878723404255
"717"," nauk rolniczych",2015,"Nie",32,"zachodniopomorskie",11.0853846153846
"718"," nauk rolniczych",2015,"Tak",2,"dolnośląskie",6.81391304347826
"719"," nauk rolniczych",2015,"Tak",4,"kujawsko-pomorskie",6.19333333333333
"720"," nauk rolniczych",2015,"Tak",6,"lubelskie",7.33538461538462
"721"," nauk rolniczych",2015,"Tak",8,"lubuskie",4.08
"722"," nauk rolniczych",2015,"Tak",10,"łódzkie",5.142
"723"," nauk rolniczych",2015,"Tak",12,"małopolskie",3.96885714285714
"724"," nauk rolniczych",2015,"Tak",14,"mazowieckie",4.56229166666667
"725"," nauk rolniczych",2015,"Tak",16,"opolskie",NA
"726"," nauk rolniczych",2015,"Tak",18,"podkarpackie",5.37142857142857
"727"," nauk rolniczych",2015,"Tak",20,"podlaskie",5.078
"728"," nauk rolniczych",2015,"Tak",22,"pomorskie",7
"729"," nauk rolniczych",2015,"Tak",24,"śląskie",0.543333333333333
"730"," nauk rolniczych",2015,"Tak",28,"warmińsko-mazurskie",5.45
"731"," nauk rolniczych",2015,"Tak",30,"wielkopolskie",5.11521739130435
"732"," nauk rolniczych",2015,"Tak",32,"zachodniopomorskie",5.59153846153846
"733"," nauk rolniczych",2016,"Nie",2,"dolnośląskie",11.8034782608696
"734"," nauk rolniczych",2016,"Nie",4,"kujawsko-pomorskie",11.6166666666667
"735"," nauk rolniczych",2016,"Nie",6,"lubelskie",14.0268571428571
"736"," nauk rolniczych",2016,"Nie",10,"łódzkie",14.41
"737"," nauk rolniczych",2016,"Nie",12,"małopolskie",12.49125
"738"," nauk rolniczych",2016,"Nie",14,"mazowieckie",12.0147368421053
"739"," nauk rolniczych",2016,"Nie",16,"opolskie",12.6
"740"," nauk rolniczych",2016,"Nie",18,"podkarpackie",13.2171428571429
"741"," nauk rolniczych",2016,"Nie",20,"podlaskie",10.77
"742"," nauk rolniczych",2016,"Nie",22,"pomorskie",NA
"743"," nauk rolniczych",2016,"Nie",28,"warmińsko-mazurskie",12.6752380952381
"744"," nauk rolniczych",2016,"Nie",30,"wielkopolskie",10.7781818181818
"745"," nauk rolniczych",2016,"Nie",32,"zachodniopomorskie",12.8211111111111
"746"," nauk rolniczych",2016,"Tak",2,"dolnośląskie",6.44521739130435
"747"," nauk rolniczych",2016,"Tak",4,"kujawsko-pomorskie",2.95
"748"," nauk rolniczych",2016,"Tak",6,"lubelskie",6.76096774193548
"749"," nauk rolniczych",2016,"Tak",10,"łódzkie",4.596
"750"," nauk rolniczych",2016,"Tak",12,"małopolskie",4.43525
"751"," nauk rolniczych",2016,"Tak",14,"mazowieckie",5.03745762711864
"752"," nauk rolniczych",2016,"Tak",16,"opolskie",3.6
"753"," nauk rolniczych",2016,"Tak",18,"podkarpackie",4.35166666666667
"754"," nauk rolniczych",2016,"Tak",20,"podlaskie",0.92
"755"," nauk rolniczych",2016,"Tak",22,"pomorskie",NA
"756"," nauk rolniczych",2016,"Tak",28,"warmińsko-mazurskie",5.76380952380952
"757"," nauk rolniczych",2016,"Tak",30,"wielkopolskie",5.10911111111111
"758"," nauk rolniczych",2016,"Tak",32,"zachodniopomorskie",6.03111111111111
"759"," nauk rolniczych",2017,"Nie",2,"dolnośląskie",10.6917857142857
"760"," nauk rolniczych",2017,"Nie",4,"kujawsko-pomorskie",10.8918181818182
"761"," nauk rolniczych",2017,"Nie",6,"lubelskie",10.9461290322581
"762"," nauk rolniczych",2017,"Nie",8,"lubuskie",6.31
"763"," nauk rolniczych",2017,"Nie",10,"łódzkie",8.89
"764"," nauk rolniczych",2017,"Nie",12,"małopolskie",10.0027272727273
"765"," nauk rolniczych",2017,"Nie",14,"mazowieckie",11.1205
"766"," nauk rolniczych",2017,"Nie",16,"opolskie",8.95
"767"," nauk rolniczych",2017,"Nie",18,"podkarpackie",12.3522222222222
"768"," nauk rolniczych",2017,"Nie",20,"podlaskie",8.4125
"769"," nauk rolniczych",2017,"Nie",22,"pomorskie",16
"770"," nauk rolniczych",2017,"Nie",28,"warmińsko-mazurskie",11.52375
"771"," nauk rolniczych",2017,"Nie",30,"wielkopolskie",8.52279069767442
"772"," nauk rolniczych",2017,"Nie",32,"zachodniopomorskie",11.873125
"773"," nauk rolniczych",2017,"Tak",2,"dolnośląskie",5.98103448275862
"774"," nauk rolniczych",2017,"Tak",4,"kujawsko-pomorskie",4.90583333333333
"775"," nauk rolniczych",2017,"Tak",6,"lubelskie",5.18193548387097
"776"," nauk rolniczych",2017,"Tak",8,"lubuskie",1.5
"777"," nauk rolniczych",2017,"Tak",10,"łódzkie",7.26
"778"," nauk rolniczych",2017,"Tak",12,"małopolskie",4.29977272727273
"779"," nauk rolniczych",2017,"Tak",14,"mazowieckie",4.15688524590164
"780"," nauk rolniczych",2017,"Tak",16,"opolskie",3.55
"781"," nauk rolniczych",2017,"Tak",18,"podkarpackie",3.23625
"782"," nauk rolniczych",2017,"Tak",20,"podlaskie",3.45
"783"," nauk rolniczych",2017,"Tak",22,"pomorskie",0
"784"," nauk rolniczych",2017,"Tak",28,"warmińsko-mazurskie",4.305625
"785"," nauk rolniczych",2017,"Tak",30,"wielkopolskie",3.86318181818182
"786"," nauk rolniczych",2017,"Tak",32,"zachodniopomorskie",3.950625
"787"," nauk rolniczych",2018,"Nie",2,"dolnośląskie",9.49413793103448
"788"," nauk rolniczych",2018,"Nie",4,"kujawsko-pomorskie",9.31384615384615
"789"," nauk rolniczych",2018,"Nie",6,"lubelskie",10.0164102564103
"790"," nauk rolniczych",2018,"Nie",8,"lubuskie",NA
"791"," nauk rolniczych",2018,"Nie",10,"łódzkie",8.7325
"792"," nauk rolniczych",2018,"Nie",12,"małopolskie",9.48181818181818
"793"," nauk rolniczych",2018,"Nie",14,"mazowieckie",9.36806451612903
"794"," nauk rolniczych",2018,"Nie",16,"opolskie",10.06
"795"," nauk rolniczych",2018,"Nie",18,"podkarpackie",8.32222222222222
"796"," nauk rolniczych",2018,"Nie",20,"podlaskie",10.3533333333333
"797"," nauk rolniczych",2018,"Nie",28,"warmińsko-mazurskie",11.3723529411765
"798"," nauk rolniczych",2018,"Nie",30,"wielkopolskie",8.73818181818182
"799"," nauk rolniczych",2018,"Nie",32,"zachodniopomorskie",9.53769230769231
"800"," nauk rolniczych",2018,"Tak",2,"dolnośląskie",4.948
"801"," nauk rolniczych",2018,"Tak",4,"kujawsko-pomorskie",2.20866666666667
"802"," nauk rolniczych",2018,"Tak",6,"lubelskie",4.87621621621622
"803"," nauk rolniczych",2018,"Tak",8,"lubuskie",NA
"804"," nauk rolniczych",2018,"Tak",10,"łódzkie",3.532
"805"," nauk rolniczych",2018,"Tak",12,"małopolskie",3.75136363636364
"806"," nauk rolniczych",2018,"Tak",14,"mazowieckie",3.46707692307692
"807"," nauk rolniczych",2018,"Tak",16,"opolskie",6.29
"808"," nauk rolniczych",2018,"Tak",18,"podkarpackie",4.41888888888889
"809"," nauk rolniczych",2018,"Tak",20,"podlaskie",1.77666666666667
"810"," nauk rolniczych",2018,"Tak",28,"warmińsko-mazurskie",4.176
"811"," nauk rolniczych",2018,"Tak",30,"wielkopolskie",3.56266666666667
"812"," nauk rolniczych",2018,"Tak",32,"zachodniopomorskie",2.966
"813"," nauk rolniczych",2019,"Nie",2,"dolnośląskie",9.83433333333333
"814"," nauk rolniczych",2019,"Nie",4,"kujawsko-pomorskie",8.01727272727273
"815"," nauk rolniczych",2019,"Nie",6,"lubelskie",10.6311764705882
"816"," nauk rolniczych",2019,"Nie",8,"lubuskie",3.71
"817"," nauk rolniczych",2019,"Nie",10,"łódzkie",8.41
"818"," nauk rolniczych",2019,"Nie",12,"małopolskie",8.35648648648649
"819"," nauk rolniczych",2019,"Nie",14,"mazowieckie",8.69344262295082
"820"," nauk rolniczych",2019,"Nie",16,"opolskie",11.19
"821"," nauk rolniczych",2019,"Nie",18,"podkarpackie",10.425
"822"," nauk rolniczych",2019,"Nie",20,"podlaskie",11.202
"823"," nauk rolniczych",2019,"Nie",22,"pomorskie",NA
"824"," nauk rolniczych",2019,"Nie",28,"warmińsko-mazurskie",8.59882352941177
"825"," nauk rolniczych",2019,"Nie",30,"wielkopolskie",6.61405405405405
"826"," nauk rolniczych",2019,"Nie",32,"zachodniopomorskie",10.007
"827"," nauk rolniczych",2019,"Tak",2,"dolnośląskie",5.71064516129032
"828"," nauk rolniczych",2019,"Tak",4,"kujawsko-pomorskie",3.59416666666667
"829"," nauk rolniczych",2019,"Tak",6,"lubelskie",5.42441176470588
"830"," nauk rolniczych",2019,"Tak",8,"lubuskie",2
"831"," nauk rolniczych",2019,"Tak",10,"łódzkie",1.11
"832"," nauk rolniczych",2019,"Tak",12,"małopolskie",4.26864864864865
"833"," nauk rolniczych",2019,"Tak",14,"mazowieckie",3.46758064516129
"834"," nauk rolniczych",2019,"Tak",16,"opolskie",7.1
"835"," nauk rolniczych",2019,"Tak",18,"podkarpackie",3.74833333333333
"836"," nauk rolniczych",2019,"Tak",20,"podlaskie",2.3425
"837"," nauk rolniczych",2019,"Tak",22,"pomorskie",NA
"838"," nauk rolniczych",2019,"Tak",28,"warmińsko-mazurskie",4.81611111111111
"839"," nauk rolniczych",2019,"Tak",30,"wielkopolskie",2.96435897435897
"840"," nauk rolniczych",2019,"Tak",32,"zachodniopomorskie",3.813
"841"," nauk rolniczych",2020,"Nie",2,"dolnośląskie",8.24636363636364
"842"," nauk rolniczych",2020,"Nie",4,"kujawsko-pomorskie",7.1425
"843"," nauk rolniczych",2020,"Nie",6,"lubelskie",7.83793103448276
"844"," nauk rolniczych",2020,"Nie",8,"lubuskie",9.33
"845"," nauk rolniczych",2020,"Nie",10,"łódzkie",6.854
"846"," nauk rolniczych",2020,"Nie",12,"małopolskie",9.1475
"847"," nauk rolniczych",2020,"Nie",14,"mazowieckie",7.35090909090909
"848"," nauk rolniczych",2020,"Nie",18,"podkarpackie",7.91
"849"," nauk rolniczych",2020,"Nie",20,"podlaskie",5.1375
"850"," nauk rolniczych",2020,"Nie",24,"śląskie",6.24333333333333
"851"," nauk rolniczych",2020,"Nie",28,"warmińsko-mazurskie",7.52666666666667
"852"," nauk rolniczych",2020,"Nie",30,"wielkopolskie",6.54814814814815
"853"," nauk rolniczych",2020,"Nie",32,"zachodniopomorskie",5.76555555555556
"854"," nauk rolniczych",2020,"Tak",2,"dolnośląskie",4.35863636363636
"855"," nauk rolniczych",2020,"Tak",4,"kujawsko-pomorskie",1.99214285714286
"856"," nauk rolniczych",2020,"Tak",6,"lubelskie",4.13777777777778
"857"," nauk rolniczych",2020,"Tak",8,"lubuskie",0
"858"," nauk rolniczych",2020,"Tak",10,"łódzkie",2.00272727272727
"859"," nauk rolniczych",2020,"Tak",12,"małopolskie",4.05166666666667
"860"," nauk rolniczych",2020,"Tak",14,"mazowieckie",2.96711111111111
"861"," nauk rolniczych",2020,"Tak",18,"podkarpackie",2.01625
"862"," nauk rolniczych",2020,"Tak",20,"podlaskie",0
"863"," nauk rolniczych",2020,"Tak",24,"śląskie",2.82333333333333
"864"," nauk rolniczych",2020,"Tak",28,"warmińsko-mazurskie",3.03272727272727
"865"," nauk rolniczych",2020,"Tak",30,"wielkopolskie",2.85466666666667
"866"," nauk rolniczych",2020,"Tak",32,"zachodniopomorskie",3.69777777777778
"867"," nauk społecznych",2014,"Nie",2,"dolnośląskie",9.02580459770115
"868"," nauk społecznych",2014,"Nie",4,"kujawsko-pomorskie",9.75162162162162
"869"," nauk społecznych",2014,"Nie",6,"lubelskie",12.676974789916
"870"," nauk społecznych",2014,"Nie",8,"lubuskie",10.4662857142857
"871"," nauk społecznych",2014,"Nie",10,"łódzkie",9.75715277777778
"872"," nauk społecznych",2014,"Nie",12,"małopolskie",10.808883248731
"873"," nauk społecznych",2014,"Nie",14,"mazowieckie",9.76979166666667
"874"," nauk społecznych",2014,"Nie",16,"opolskie",10.5342
"875"," nauk społecznych",2014,"Nie",18,"podkarpackie",12.9327272727273
"876"," nauk społecznych",2014,"Nie",20,"podlaskie",11.4672857142857
"877"," nauk społecznych",2014,"Nie",22,"pomorskie",8.8939263803681
"878"," nauk społecznych",2014,"Nie",24,"śląskie",9.62005464480874
"879"," nauk społecznych",2014,"Nie",26,"świętokrzyskie",10.1182222222222
"880"," nauk społecznych",2014,"Nie",28,"warmińsko-mazurskie",9.85147058823529
"881"," nauk społecznych",2014,"Nie",30,"wielkopolskie",9.80885714285714
"882"," nauk społecznych",2014,"Nie",32,"zachodniopomorskie",9.3393137254902
"883"," nauk społecznych",2014,"Tak",2,"dolnośląskie",1.00538922155689
"884"," nauk społecznych",2014,"Tak",4,"kujawsko-pomorskie",1.05851485148515
"885"," nauk społecznych",2014,"Tak",6,"lubelskie",0.925943396226415
"886"," nauk społecznych",2014,"Tak",8,"lubuskie",1.5190625
"887"," nauk społecznych",2014,"Tak",10,"łódzkie",1.06418604651163
"888"," nauk społecznych",2014,"Tak",12,"małopolskie",1.49234636871508
"889"," nauk społecznych",2014,"Tak",14,"mazowieckie",1.10529157667387
"890"," nauk społecznych",2014,"Tak",16,"opolskie",1.65065217391304
"891"," nauk społecznych",2014,"Tak",18,"podkarpackie",1.06848101265823
"892"," nauk społecznych",2014,"Tak",20,"podlaskie",1.1009375
"893"," nauk społecznych",2014,"Tak",22,"pomorskie",1.11316455696203
"894"," nauk społecznych",2014,"Tak",24,"śląskie",1.0919209039548
"895"," nauk społecznych",2014,"Tak",26,"świętokrzyskie",1.12625
"896"," nauk społecznych",2014,"Tak",28,"warmińsko-mazurskie",0.96125
"897"," nauk społecznych",2014,"Tak",30,"wielkopolskie",1.55278106508876
"898"," nauk społecznych",2014,"Tak",32,"zachodniopomorskie",1.18425742574257
"899"," nauk społecznych",2015,"Nie",2,"dolnośląskie",10.3134375
"900"," nauk społecznych",2015,"Nie",4,"kujawsko-pomorskie",10.9362385321101
"901"," nauk społecznych",2015,"Nie",6,"lubelskie",13.4985123966942
"902"," nauk społecznych",2015,"Nie",8,"lubuskie",11.8764705882353
"903"," nauk społecznych",2015,"Nie",10,"łódzkie",12.2202290076336
"904"," nauk społecznych",2015,"Nie",12,"małopolskie",12.7779695431472
"905"," nauk społecznych",2015,"Nie",14,"mazowieckie",11.7103640256959
"906"," nauk społecznych",2015,"Nie",16,"opolskie",12.5387804878049
"907"," nauk społecznych",2015,"Nie",18,"podkarpackie",13.6705617977528
"908"," nauk społecznych",2015,"Nie",20,"podlaskie",12.9964788732394
"909"," nauk społecznych",2015,"Nie",22,"pomorskie",10.3009803921569
"910"," nauk społecznych",2015,"Nie",24,"śląskie",10.7120707070707
"911"," nauk społecznych",2015,"Nie",26,"świętokrzyskie",11.3185185185185
"912"," nauk społecznych",2015,"Nie",28,"warmińsko-mazurskie",10.4568852459016
"913"," nauk społecznych",2015,"Nie",30,"wielkopolskie",10.6365882352941
"914"," nauk społecznych",2015,"Nie",32,"zachodniopomorskie",11.1220833333333
"915"," nauk społecznych",2015,"Tak",2,"dolnośląskie",3.56
"916"," nauk społecznych",2015,"Tak",4,"kujawsko-pomorskie",3.15009259259259
"917"," nauk społecznych",2015,"Tak",6,"lubelskie",4.87470588235294
"918"," nauk społecznych",2015,"Tak",8,"lubuskie",3.29055555555556
"919"," nauk społecznych",2015,"Tak",10,"łódzkie",3.6243795620438
"920"," nauk społecznych",2015,"Tak",12,"małopolskie",3.60343434343434
"921"," nauk społecznych",2015,"Tak",14,"mazowieckie",3.35855042016807
"922"," nauk społecznych",2015,"Tak",16,"opolskie",3.73179487179487
"923"," nauk społecznych",2015,"Tak",18,"podkarpackie",3.92735632183908
"924"," nauk społecznych",2015,"Tak",20,"podlaskie",3.42185714285714
"925"," nauk społecznych",2015,"Tak",22,"pomorskie",3.15385620915033
"926"," nauk społecznych",2015,"Tak",24,"śląskie",3.06118226600985
"927"," nauk społecznych",2015,"Tak",26,"świętokrzyskie",3.84425925925926
"928"," nauk społecznych",2015,"Tak",28,"warmińsko-mazurskie",3.70311475409836
"929"," nauk społecznych",2015,"Tak",30,"wielkopolskie",3.23717647058824
"930"," nauk społecznych",2015,"Tak",32,"zachodniopomorskie",4.07367346938775
"931"," nauk społecznych",2016,"Nie",2,"dolnośląskie",9.93939597315436
"932"," nauk społecznych",2016,"Nie",4,"kujawsko-pomorskie",11.1307547169811
"933"," nauk społecznych",2016,"Nie",6,"lubelskie",12.3417948717949
"934"," nauk społecznych",2016,"Nie",8,"lubuskie",10.8103125
"935"," nauk społecznych",2016,"Nie",10,"łódzkie",11.8764601769912
"936"," nauk społecznych",2016,"Nie",12,"małopolskie",10.8251851851852
"937"," nauk społecznych",2016,"Nie",14,"mazowieckie",11.0070574162679
"938"," nauk społecznych",2016,"Nie",16,"opolskie",11.1562222222222
"939"," nauk społecznych",2016,"Nie",18,"podkarpackie",12.5
"940"," nauk społecznych",2016,"Nie",20,"podlaskie",11.5978873239437
"941"," nauk społecznych",2016,"Nie",22,"pomorskie",9.63402597402597
"942"," nauk społecznych",2016,"Nie",24,"śląskie",10.3075882352941
"943"," nauk społecznych",2016,"Nie",26,"świętokrzyskie",11.245306122449
"944"," nauk społecznych",2016,"Nie",28,"warmińsko-mazurskie",11.5483333333333
"945"," nauk społecznych",2016,"Nie",30,"wielkopolskie",10.1351006711409
"946"," nauk społecznych",2016,"Nie",32,"zachodniopomorskie",10.8284337349398
"947"," nauk społecznych",2016,"Tak",2,"dolnośląskie",3.34289473684211
"948"," nauk społecznych",2016,"Tak",4,"kujawsko-pomorskie",3.19018518518519
"949"," nauk społecznych",2016,"Tak",6,"lubelskie",4.47290909090909
"950"," nauk społecznych",2016,"Tak",8,"lubuskie",2.83705882352941
"951"," nauk społecznych",2016,"Tak",10,"łódzkie",3.27449152542373
"952"," nauk społecznych",2016,"Tak",12,"małopolskie",3.58286458333333
"953"," nauk społecznych",2016,"Tak",14,"mazowieckie",3.31992974238876
"954"," nauk społecznych",2016,"Tak",16,"opolskie",2.86866666666667
"955"," nauk społecznych",2016,"Tak",18,"podkarpackie",3.40521739130435
"956"," nauk społecznych",2016,"Tak",20,"podlaskie",3.68450704225352
"957"," nauk społecznych",2016,"Tak",22,"pomorskie",2.65354037267081
"958"," nauk społecznych",2016,"Tak",24,"śląskie",2.85080924855491
"959"," nauk społecznych",2016,"Tak",26,"świętokrzyskie",3.14836734693878
"960"," nauk społecznych",2016,"Tak",28,"warmińsko-mazurskie",3.4771186440678
"961"," nauk społecznych",2016,"Tak",30,"wielkopolskie",3.05407894736842
"962"," nauk społecznych",2016,"Tak",32,"zachodniopomorskie",3.71694117647059
"963"," nauk społecznych",2017,"Nie",2,"dolnośląskie",9.59165562913907
"964"," nauk społecznych",2017,"Nie",4,"kujawsko-pomorskie",9.83365591397849
"965"," nauk społecznych",2017,"Nie",6,"lubelskie",11.6409259259259
"966"," nauk społecznych",2017,"Nie",8,"lubuskie",10.2092857142857
"967"," nauk społecznych",2017,"Nie",10,"łódzkie",9.96442477876106
"968"," nauk społecznych",2017,"Nie",12,"małopolskie",10.1588775510204
"969"," nauk społecznych",2017,"Nie",14,"mazowieckie",9.81907363420428
"970"," nauk społecznych",2017,"Nie",16,"opolskie",10.634
"971"," nauk społecznych",2017,"Nie",18,"podkarpackie",11.2725
"972"," nauk społecznych",2017,"Nie",20,"podlaskie",10.5440909090909
"973"," nauk społecznych",2017,"Nie",22,"pomorskie",9.61453333333333
"974"," nauk społecznych",2017,"Nie",24,"śląskie",8.91784946236559
"975"," nauk społecznych",2017,"Nie",26,"świętokrzyskie",11.0424528301887
"976"," nauk społecznych",2017,"Nie",28,"warmińsko-mazurskie",9.91321428571429
"977"," nauk społecznych",2017,"Nie",30,"wielkopolskie",9.0909375
"978"," nauk społecznych",2017,"Nie",32,"zachodniopomorskie",9.41694444444444
"979"," nauk społecznych",2017,"Tak",2,"dolnośląskie",2.87837662337662
"980"," nauk społecznych",2017,"Tak",4,"kujawsko-pomorskie",2.75802083333333
"981"," nauk społecznych",2017,"Tak",6,"lubelskie",3.42504672897196
