"Name","Start","End","Duration","Process"
"Japońskie Golden Curry Medium Hot 92 g S&B 5 p 13050003880 - Allegro.pl - Google Chrome","2023-01-08T19:45:58.0000000","2023-01-08T19:46:03.0000000","0:00:05","Google Chrome"
"Japońskie Golden Curry Mild (łagodne) 220 g S& 13016734549 - Allegro.pl - Google Chrome","2023-01-08T19:46:03.0000000","2023-01-08T19:46:10.0000000","0:00:07","Google Chrome"
"League of Legends (TM) Client","2023-01-08T19:46:10.0000000","2023-01-08T19:57:55.0000000","0:11:45","League of Legends (TM) Client"
"Roisin Dubh (Black Rose): A Rock Legend - Thin Lizzy","2023-01-08T19:57:55.0000000","2023-01-08T19:58:03.0000000","0:00:08","TIDAL"
"League of Legends (TM) Client","2023-01-08T19:58:03.0000000","2023-01-08T20:01:11.0000000","0:03:08","League of Legends (TM) Client"
"System operacyjny Microsoft® Windows®","2023-01-08T20:01:11.0000000","2023-01-08T20:01:24.0000000","0:00:13","System operacyjny Microsoft® Windows®"
"League of Legends","2023-01-08T20:01:24.0000000","2023-01-08T20:01:30.0000000","0:00:06","League of Legends"
"Facebook - Google Chrome","2023-01-08T20:01:30.0000000","2023-01-08T20:01:35.0000000","0:00:05","Google Chrome"
"UWawka – miesiąc WPiA hejtposting ⚖🗿 | Facebook - Google Chrome","2023-01-08T20:01:35.0000000","2023-01-08T20:02:28.0000000","0:00:53","Google Chrome"
"League of Legends","2023-01-08T20:02:28.0000000","2023-01-08T20:04:29.0000000","0:02:01","League of Legends"
"Subskrypcje - YouTube - Google Chrome","2023-01-08T20:04:29.0000000","2023-01-08T20:04:47.0000000","0:00:18","Google Chrome"
"YouTube - Google Chrome","2023-01-08T20:04:47.0000000","2023-01-08T20:04:53.0000000","0:00:06","Google Chrome"
"League of Legends","2023-01-08T20:04:53.0000000","2023-01-08T20:05:45.0000000","0:00:52","League of Legends"
"YouTube - Google Chrome","2023-01-08T20:05:45.0000000","2023-01-08T20:06:04.0000000","0:00:19","Google Chrome"
"Jordan Peterson SWEARS | REJECT WOKE STUPIDITY #jordanpetersonmotivation - YouTube - Google Chrome","2023-01-08T20:06:04.0000000","2023-01-08T20:06:44.0000000","0:00:40","Google Chrome"
"DARK SOULS ► 10 Enemies No One Likes - YouTube - Google Chrome","2023-01-08T20:06:44.0000000","2023-01-08T20:07:08.0000000","0:00:24","Google Chrome"
"747 (Strangers in the Night) (2009 Remastered Version) - Saxon","2023-01-08T20:07:08.0000000","2023-01-08T20:07:15.0000000","0:00:07","TIDAL"
"League of Legends (TM) Client","2023-01-08T20:07:15.0000000","2023-01-08T20:27:14.0000000","0:19:59","League of Legends (TM) Client"
"Gotta Knock a Little Harder - Seatbelts","2023-01-08T20:27:14.0000000","2023-01-08T20:27:23.0000000","0:00:09","TIDAL"
"League of Legends","2023-01-08T20:27:23.0000000","2023-01-08T20:27:58.0000000","0:00:35","League of Legends"
"YouTube - Google Chrome","2023-01-08T20:27:58.0000000","2023-01-08T20:28:07.0000000","0:00:09","Google Chrome"
"Funniest Memes I Found On Instagram 😂🤣 | pt 327 - YouTube - Google Chrome","2023-01-08T20:28:07.0000000","2023-01-08T20:29:05.0000000","0:00:58","Google Chrome"
"#cuttherug - YouTube - Google Chrome","2023-01-08T20:29:05.0000000","2023-01-08T20:29:14.0000000","0:00:09","Google Chrome"
"A Siberian husky waking up from a nap 🙈😂 via @fascinateflix - YouTube - Google Chrome","2023-01-08T20:29:14.0000000","2023-01-08T20:29:24.0000000","0:00:10","Google Chrome"
"Takie ciasto z 4 składników? Tarta Tatin. #foxxgotuje #przepis #deser #ciasto #tarta #tatin #jabłka - YouTube - Google Chrome","2023-01-08T20:29:24.0000000","2023-01-08T20:29:32.0000000","0:00:08","Google Chrome"
"Sigma male Goku #shorts #dragonball #dragonballsuper #dragonballz #goku - YouTube - Google Chrome","2023-01-08T20:29:32.0000000","2023-01-08T20:30:01.0000000","0:00:29","Google Chrome"
"one piece Ruffy😊 - YouTube - Google Chrome","2023-01-08T20:30:01.0000000","2023-01-08T20:30:07.0000000","0:00:06","Google Chrome"
"Turning into NPC - YouTube - Google Chrome","2023-01-08T20:30:07.0000000","2023-01-08T20:30:12.0000000","0:00:05","Google Chrome"
"Before & After ""Earth Bending"" | Cinecom #Shorts - YouTube - Google Chrome","2023-01-08T20:30:12.0000000","2023-01-08T20:30:21.0000000","0:00:09","Google Chrome"
"Which Kratos feature is your favourite? #shorts #godofwar - YouTube - Google Chrome","2023-01-08T20:30:21.0000000","2023-01-08T20:30:27.0000000","0:00:06","Google Chrome"
"How to give someone trust issues 💀 #shorts - YouTube - Google Chrome","2023-01-08T20:30:27.0000000","2023-01-08T20:30:40.0000000","0:00:13","Google Chrome"
"Memes I found on Discord 😂 #memes #shorts #meme - YouTube - Google Chrome","2023-01-08T20:30:40.0000000","2023-01-08T20:30:48.0000000","0:00:08","Google Chrome"
"memes, memes and memes - YouTube - Google Chrome","2023-01-08T20:30:48.0000000","2023-01-08T20:30:53.0000000","0:00:05","Google Chrome"
"Best Moment in Anime 😂 #otaku #short #anime - YouTube - Google Chrome","2023-01-08T20:30:53.0000000","2023-01-08T20:31:11.0000000","0:00:18","Google Chrome"
"the end was almost perfect 😩 Accurate Ratings - YouTube - Google Chrome","2023-01-08T20:31:11.0000000","2023-01-08T20:31:17.0000000","0:00:06","Google Chrome"
"my cat doesn't like this filter because: - YouTube - Google Chrome","2023-01-08T20:31:17.0000000","2023-01-08T20:31:33.0000000","0:00:16","Google Chrome"
"Goku ruiend chi chi life #shorts #dragonball #dragonballsuper #dragonballz #goku - YouTube - Google Chrome","2023-01-08T20:31:33.0000000","2023-01-08T20:31:56.0000000","0:00:23","Google Chrome"
"POV: Leaving your Abusive Marriage - YouTube - Google Chrome","2023-01-08T20:31:56.0000000","2023-01-08T20:32:12.0000000","0:00:16","Google Chrome"
"Memes (part 19) - YouTube - Google Chrome","2023-01-08T20:32:12.0000000","2023-01-08T20:32:26.0000000","0:00:14","Google Chrome"
"true brexit gezer 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽️🍺🥧 - YouTube - Google Chrome","2023-01-08T20:32:26.0000000","2023-01-08T20:33:05.0000000","0:00:39","Google Chrome"
"😞 #shorts #dogs #cute #sad #loss #death #petlover #depressing #grief #shortsfeed - YouTube - Google Chrome","2023-01-08T20:33:05.0000000","2023-01-08T20:33:14.0000000","0:00:09","Google Chrome"
"mocne zabawne memy - YouTube - Google Chrome","2023-01-08T20:33:14.0000000","2023-01-08T20:33:40.0000000","0:00:26","Google Chrome"
"Frohes neues 🍻🎆 - YouTube - Google Chrome","2023-01-08T20:33:40.0000000","2023-01-08T20:33:48.0000000","0:00:08","Google Chrome"
"WHICH of these CATS are YOU 🤣 | Wholesome Moments - YouTube - Google Chrome","2023-01-08T20:33:48.0000000","2023-01-08T20:34:04.0000000","0:00:16","Google Chrome"
"POV: you’re a background character in Harry Potter 😩 #harrypotter #shorts - YouTube - Google Chrome","2023-01-08T20:34:04.0000000","2023-01-08T20:35:01.0000000","0:00:57","Google Chrome"
"Free bird meme - YouTube - Google Chrome","2023-01-08T20:35:01.0000000","2023-01-08T20:35:08.0000000","0:00:07","Google Chrome"
"We still love her 😂 #australiancattledog #dog #heeler - YouTube - Google Chrome","2023-01-08T20:35:08.0000000","2023-01-08T20:35:13.0000000","0:00:05","Google Chrome"
"YouTube - Google Chrome","2023-01-08T20:35:13.0000000","2023-01-08T20:35:28.0000000","0:00:15","Google Chrome"
"Wynajmowanie chłopaka lub dziewczyny w Japonii - YouTube - Google Chrome","2023-01-08T20:35:28.0000000","2023-01-08T20:39:38.0000000","0:04:10","Google Chrome"
"YouTube - Google Chrome","2023-01-08T20:39:38.0000000","2023-01-08T20:40:07.0000000","0:00:29","Google Chrome"
"Witcher Geralt Cosplayer Trolled By Voice Actor - YouTube - Google Chrome","2023-01-08T20:40:07.0000000","2023-01-08T20:40:31.0000000","0:00:24","Google Chrome"
"Handsome Stick. - YouTube - Google Chrome","2023-01-08T20:40:31.0000000","2023-01-08T20:40:57.0000000","0:00:26","Google Chrome"
"YouTube - Google Chrome","2023-01-08T20:40:57.0000000","2023-01-08T20:41:13.0000000","0:00:16","Google Chrome"
"Nowa karta - Google Chrome","2023-01-08T20:41:13.0000000","2023-01-08T20:47:18.0000000","0:06:05","Google Chrome"
"*Bez tytułu — Notatnik","2023-01-08T20:47:18.0000000","2023-01-08T20:51:44.0000000","0:04:26","Notepad"
"Lista_K.pdf - Google Chrome","2023-01-08T20:51:44.0000000","2023-01-08T20:52:08.0000000","0:00:24","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-08T20:52:08.0000000","2023-01-08T20:53:20.0000000","0:01:12","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-08T20:53:20.0000000","2023-01-08T20:53:28.0000000","0:00:08","Google Chrome"
"Nowa karta - Google Chrome","2023-01-08T20:53:28.0000000","2023-01-08T20:54:31.0000000","0:01:03","Google Chrome"
"Facebook - Google Chrome","2023-01-08T20:54:31.0000000","2023-01-08T20:54:41.0000000","0:00:10","Google Chrome"
"Zakazana praktyka zimą. Wielu nie ma pojęcia - WP Kobieta - Google Chrome","2023-01-08T20:54:41.0000000","2023-01-08T20:54:46.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-08T20:54:46.0000000","2023-01-08T20:55:22.0000000","0:00:36","Google Chrome"
"League of Legends","2023-01-08T20:55:22.0000000","2023-01-08T20:56:05.0000000","0:00:43","League of Legends"
"TIDAL","2023-01-08T20:56:05.0000000","2023-01-08T20:56:21.0000000","0:00:16","TIDAL"
"League of Legends","2023-01-08T20:56:21.0000000","2023-01-08T20:56:48.0000000","0:00:27","League of Legends"
"Loser Two Times - Peter Green","2023-01-08T20:56:48.0000000","2023-01-08T20:56:54.0000000","0:00:06","TIDAL"
"Trying to Hit My Head Against the Wall - Peter Green","2023-01-08T20:56:54.0000000","2023-01-08T20:57:00.0000000","0:00:06","TIDAL"
"League of Legends","2023-01-08T20:57:00.0000000","2023-01-08T20:57:09.0000000","0:00:09","League of Legends"
"Facebook - Google Chrome","2023-01-08T20:57:09.0000000","2023-01-08T20:57:52.0000000","0:00:43","Google Chrome"
"League of Legends (TM) Client","2023-01-08T20:57:52.0000000","2023-01-08T21:04:12.0000000","0:06:20","League of Legends (TM) Client"
"Same Old Blues (2005 Remastered Version) - Peter Green","2023-01-08T21:04:12.0000000","2023-01-08T21:04:21.0000000","0:00:09","TIDAL"
"League of Legends (TM) Client","2023-01-08T21:04:21.0000000","2023-01-08T21:20:42.0000000","0:16:21","League of Legends (TM) Client"
"System operacyjny Microsoft® Windows®","2023-01-08T21:20:42.0000000","2023-01-08T21:20:47.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"League of Legends","2023-01-08T21:20:47.0000000","2023-01-08T21:22:38.0000000","0:01:51","League of Legends"
"Sinnerman - Nina Simone","2023-01-08T21:22:38.0000000","2023-01-08T21:23:22.0000000","0:00:44","TIDAL"
"League of Legends (TM) Client","2023-01-08T21:23:22.0000000","2023-01-08T21:24:36.0000000","0:01:14","League of Legends (TM) Client"
"Nowa karta - Google Chrome","2023-01-08T21:24:36.0000000","2023-01-08T21:24:43.0000000","0:00:07","Google Chrome"
"speciality coffee association - Szukaj w Google - Google Chrome","2023-01-08T21:24:43.0000000","2023-01-08T21:25:19.0000000","0:00:36","Google Chrome"
"League of Legends (TM) Client","2023-01-08T21:25:19.0000000","2023-01-08T21:48:31.0000000","0:23:12","League of Legends (TM) Client"
"I Wish I Knew How It Would Feel to Be Free - Nina Simone","2023-01-08T21:48:31.0000000","2023-01-08T21:48:36.0000000","0:00:05","TIDAL"
"League of Legends (TM) Client","2023-01-08T21:48:36.0000000","2023-01-08T21:49:51.0000000","0:01:15","League of Legends (TM) Client"
"I Want a Little Sugar In My Bowl - Nina Simone","2023-01-08T21:49:51.0000000","2023-01-08T21:50:03.0000000","0:00:12","TIDAL"
"Dig A Pony - The Beatles","2023-01-08T21:50:03.0000000","2023-01-08T21:50:17.0000000","0:00:14","TIDAL"
"League of Legends","2023-01-08T21:50:17.0000000","2023-01-08T21:50:46.0000000","0:00:29","League of Legends"
"Facebook - Google Chrome","2023-01-08T21:50:46.0000000","2023-01-08T21:51:07.0000000","0:00:21","Google Chrome"
"League of Legends","2023-01-08T21:51:07.0000000","2023-01-08T21:51:50.0000000","0:00:43","League of Legends"
"Facebook - Google Chrome","2023-01-08T21:51:50.0000000","2023-01-08T21:52:41.0000000","0:00:51","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-08T21:52:41.0000000","2023-01-08T21:53:03.0000000","0:00:22","Google Chrome"
"Divine shredded Chili Chicken baked in a beautiful Shipped Bread (CHICKEN RECIPE, RELAXING SOUNDS) - YouTube - Google Chrome","2023-01-08T21:53:03.0000000","2023-01-08T21:53:09.0000000","0:00:06","Google Chrome"
"League of Legends (TM) Client","2023-01-08T21:53:09.0000000","2023-01-08T22:11:23.0000000","0:18:14","League of Legends (TM) Client"
"I Me Mine - The Beatles","2023-01-08T22:11:23.0000000","2023-01-08T22:11:31.0000000","0:00:08","TIDAL"
"League of Legends","2023-01-08T22:11:31.0000000","2023-01-08T22:11:43.0000000","0:00:12","League of Legends"
"Nowa karta - Google Chrome","2023-01-08T22:11:43.0000000","2023-01-08T22:11:48.0000000","0:00:05","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-08T22:11:48.0000000","2023-01-08T22:11:57.0000000","0:00:09","Google Chrome"
"Facebook - Google Chrome","2023-01-08T22:11:57.0000000","2023-01-08T22:13:57.0000000","0:02:00","Google Chrome"
"Facebook - Google Chrome","2023-01-08T22:13:57.0000000","2023-01-08T22:17:45.0000000","0:03:48","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-08T22:17:45.0000000","2023-01-08T22:17:50.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"*Bez tytułu — Notatnik","2023-01-08T23:05:03.0000000","2023-01-08T23:05:08.0000000","0:00:05","Notepad"
"MATLAB R2022b","2023-01-08T23:05:08.0000000","2023-01-08T23:05:19.0000000","0:00:11","MATLAB"
"MATLAB R2022b - academic use","2023-01-08T23:05:19.0000000","2023-01-08T23:05:25.0000000","0:00:06","MATLAB"
"Bez tytułu - Google Chrome","2023-01-08T23:05:25.0000000","2023-01-08T23:05:30.0000000","0:00:05","Google Chrome"
"MATLAB R2022b - academic use","2023-01-08T23:05:30.0000000","2023-01-08T23:06:47.0000000","0:01:17","MATLAB"
"Lista_K.pdf - Google Chrome","2023-01-08T23:06:47.0000000","2023-01-08T23:06:52.0000000","0:00:05","Google Chrome"
"MATLAB R2022b - academic use","2023-01-08T23:06:52.0000000","2023-01-08T23:09:30.0000000","0:02:38","MATLAB"
"Facebook - Google Chrome","2023-01-08T23:09:30.0000000","2023-01-08T23:11:01.0000000","0:01:31","Google Chrome"
"UWawka – miesiąc WPiA hejtposting ⚖🗿 | Facebook - Google Chrome","2023-01-08T23:11:01.0000000","2023-01-08T23:11:07.0000000","0:00:06","Google Chrome"
"UWawka – miesiąc WPiA hejtposting ⚖🗿 | Facebook - Google Chrome","2023-01-08T23:11:07.0000000","2023-01-08T23:11:22.0000000","0:00:15","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:11:22.0000000","2023-01-08T23:11:55.0000000","0:00:33","Google Chrome"
"UWawka – miesiąc WPiA hejtposting ⚖🗿 | Facebook - Google Chrome","2023-01-08T23:11:55.0000000","2023-01-08T23:12:03.0000000","0:00:08","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:12:03.0000000","2023-01-08T23:14:24.0000000","0:02:21","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:14:24.0000000","2023-01-08T23:14:54.0000000","0:00:30","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:14:54.0000000","2023-01-08T23:15:54.0000000","0:01:00","Google Chrome"
"Nowa karta - Google Chrome","2023-01-08T23:15:54.0000000","2023-01-08T23:15:59.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:15:59.0000000","2023-01-08T23:16:11.0000000","0:00:12","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:16:11.0000000","2023-01-08T23:16:17.0000000","0:00:06","Google Chrome"
"Facebook - Google Chrome","2023-01-08T23:16:17.0000000","2023-01-08T23:16:29.0000000","0:00:12","Google Chrome"
"Pobrane","2023-01-08T23:16:29.0000000","2023-01-08T23:16:32.0000000","0:00:03","System operacyjny Microsoft® Windows®"
"Pobrane","2023-01-09T18:33:27.0000000","2023-01-09T18:33:39.0000000","0:00:12","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-09T18:33:39.0000000","2023-01-09T18:33:48.0000000","0:00:09","Google Chrome"
"kanye west jacket – Szukaj w Google - Google Chrome","2023-01-09T18:33:48.0000000","2023-01-09T18:33:56.0000000","0:00:08","Google Chrome"
"kanye west jacket – Szukaj w Google - Google Chrome","2023-01-09T18:33:56.0000000","2023-01-09T18:34:02.0000000","0:00:06","Google Chrome"
"kanye west jacket – Szukaj w Google - Google Chrome","2023-01-09T18:34:02.0000000","2023-01-09T18:34:12.0000000","0:00:10","Google Chrome"
"kanye west jacket jeans – Szukaj w Google - Google Chrome","2023-01-09T18:34:12.0000000","2023-01-09T18:34:18.0000000","0:00:06","Google Chrome"
"kanye west jacket jeans – Szukaj w Google - Google Chrome","2023-01-09T18:34:18.0000000","2023-01-09T18:34:24.0000000","0:00:06","Google Chrome"
"kanye west jacket jeans – Szukaj w Google - Google Chrome","2023-01-09T18:34:24.0000000","2023-01-09T18:34:30.0000000","0:00:06","Google Chrome"
"kanye west jacket jeans – Szukaj w Google - Google Chrome","2023-01-09T18:34:30.0000000","2023-01-09T18:35:19.0000000","0:00:49","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T18:35:19.0000000","2023-01-09T18:46:53.0000000","0:11:34","MATLAB"
"kanye west jacket jeans – Szukaj w Google - Google Chrome","2023-01-09T18:46:53.0000000","2023-01-09T18:46:59.0000000","0:00:06","Google Chrome"
"Pobrane","2023-01-09T18:46:59.0000000","2023-01-09T18:47:04.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-09T18:47:04.0000000","2023-01-09T18:47:09.0000000","0:00:05","Google Chrome"
"Metody Numeryczne - Google Chrome","2023-01-09T18:47:09.0000000","2023-01-09T18:47:19.0000000","0:00:10","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T18:47:19.0000000","2023-01-09T18:47:51.0000000","0:00:32","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-09T18:47:51.0000000","2023-01-09T18:47:56.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T18:47:56.0000000","2023-01-09T18:48:05.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T18:48:05.0000000","2023-01-09T18:48:18.0000000","0:00:13","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T18:48:18.0000000","2023-01-09T18:48:26.0000000","0:00:08","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T18:48:26.0000000","2023-01-09T19:17:23.0000000","0:28:57","MATLAB"
"Nowa karta - Google Chrome","2023-01-09T19:17:23.0000000","2023-01-09T19:17:28.0000000","0:00:05","Google Chrome"
"Rozkład Choleskiego – Wikipedia, wolna encyklopedia - Google Chrome","2023-01-09T19:17:28.0000000","2023-01-09T19:17:33.0000000","0:00:05","Google Chrome"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:17:33.0000000","2023-01-09T19:19:53.0000000","0:02:20","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:19:53.0000000","2023-01-09T19:20:08.0000000","0:00:15","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:20:08.0000000","2023-01-09T19:20:26.0000000","0:00:18","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:20:26.0000000","2023-01-09T19:21:10.0000000","0:00:44","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:21:10.0000000","2023-01-09T19:21:16.0000000","0:00:06","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:21:16.0000000","2023-01-09T19:21:48.0000000","0:00:32","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:21:48.0000000","2023-01-09T19:22:13.0000000","0:00:25","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:22:13.0000000","2023-01-09T19:22:52.0000000","0:00:39","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:22:52.0000000","2023-01-09T19:22:59.0000000","0:00:07","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:22:59.0000000","2023-01-09T19:23:51.0000000","0:00:52","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:23:51.0000000","2023-01-09T19:24:02.0000000","0:00:11","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:24:02.0000000","2023-01-09T19:24:35.0000000","0:00:33","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:24:35.0000000","2023-01-09T19:25:19.0000000","0:00:44","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:25:19.0000000","2023-01-09T19:26:12.0000000","0:00:53","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:26:12.0000000","2023-01-09T19:26:24.0000000","0:00:12","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:26:24.0000000","2023-01-09T19:28:25.0000000","0:02:01","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:28:25.0000000","2023-01-09T19:28:37.0000000","0:00:12","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:28:37.0000000","2023-01-09T19:28:42.0000000","0:00:05","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:28:42.0000000","2023-01-09T19:29:02.0000000","0:00:20","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:29:02.0000000","2023-01-09T19:38:08.0000000","0:09:06","MATLAB"
"Cholesky decomposition - Wikipedia - Google Chrome","2023-01-09T19:38:08.0000000","2023-01-09T19:38:37.0000000","0:00:29","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:38:37.0000000","2023-01-09T19:39:20.0000000","0:00:43","MATLAB"
"(1) Facebook - Google Chrome","2023-01-09T19:39:20.0000000","2023-01-09T19:40:12.0000000","0:00:52","Google Chrome"
"Facebook - Google Chrome","2023-01-09T19:40:12.0000000","2023-01-09T19:41:13.0000000","0:01:01","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:41:13.0000000","2023-01-09T19:41:18.0000000","0:00:05","MATLAB"
"Dokumenty","2023-01-09T19:41:18.0000000","2023-01-09T19:41:23.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"MATLAB","2023-01-09T19:41:23.0000000","2023-01-09T19:41:28.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"MATLAB R2022b - academic use","2023-01-09T19:41:28.0000000","2023-01-09T19:41:36.0000000","0:00:08","MATLAB"
"Nowa karta - Google Chrome","2023-01-09T19:41:36.0000000","2023-01-09T19:41:41.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-09T19:41:41.0000000","2023-01-09T19:41:50.0000000","0:00:09","Google Chrome"
"Otwieranie","2023-01-09T19:41:50.0000000","2023-01-09T19:41:57.0000000","0:00:07","Google Chrome"
"MATLAB","2023-01-09T19:41:57.0000000","2023-01-09T19:42:39.0000000","0:00:42","System operacyjny Microsoft® Windows®"
"MATLAB R2022b - academic use","2023-01-09T19:42:39.0000000","2023-01-09T19:42:44.0000000","0:00:05","MATLAB"
"System operacyjny Microsoft® Windows®","2023-01-09T19:42:44.0000000","2023-01-09T19:42:49.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Otwieranie","2023-01-09T19:42:49.0000000","2023-01-09T19:42:59.0000000","0:00:10","Google Chrome"
"Facebook - Google Chrome","2023-01-09T19:42:59.0000000","2023-01-09T19:45:19.0000000","0:02:20","Google Chrome"
"Otwieranie","2023-01-09T19:45:19.0000000","2023-01-09T19:45:24.0000000","0:00:05","Google Chrome"
"aktywności (1).xml - diagrams.net - Google Chrome","2023-01-09T19:45:24.0000000","2023-01-09T19:45:34.0000000","0:00:10","Google Chrome"
"Zapisywanie jako","2023-01-09T19:45:34.0000000","2023-01-09T19:45:54.0000000","0:00:20","Google Chrome"
"Widok główny","2023-01-09T19:45:54.0000000","2023-01-09T19:46:00.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"activity.drawio - diagrams.net - Google Chrome","2023-01-09T19:46:00.0000000","2023-01-09T19:46:49.0000000","0:00:49","Google Chrome"
"activity-Strona-2.drawio.pdf - Google Chrome","2023-01-09T19:46:49.0000000","2023-01-09T19:46:58.0000000","0:00:09","Google Chrome"
"activity.drawio - diagrams.net - Google Chrome","2023-01-09T19:46:58.0000000","2023-01-09T19:47:22.0000000","0:00:24","Google Chrome"
"activity-Strona-2.drawio.png ‎- Zdjęcia","2023-01-09T19:47:22.0000000","2023-01-09T19:47:38.0000000","0:00:16","Zdjęcia"
"Pobrane","2023-01-09T19:47:38.0000000","2023-01-09T19:48:00.0000000","0:00:22","System operacyjny Microsoft® Windows®"
"Logowanie - Google Chrome","2023-01-09T19:48:00.0000000","2023-01-09T19:48:12.0000000","0:00:12","Google Chrome"
"Kurs: 1120-DS000-ISP-0232 # Inżynieria systemów informatycznych - Google Chrome","2023-01-09T19:48:12.0000000","2023-01-09T19:48:19.0000000","0:00:07","Google Chrome"
"Pobrane","2023-01-09T19:48:19.0000000","2023-01-09T19:48:29.0000000","0:00:10","System operacyjny Microsoft® Windows®"
"1120-DS000-ISP-0232#2022Z#127773: Aktywności systemu - Google Chrome","2023-01-09T19:48:29.0000000","2023-01-09T19:48:34.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-09T19:48:34.0000000","2023-01-09T19:51:08.0000000","0:02:34","Google Chrome"
"Dokumenty","2023-01-09T19:51:08.0000000","2023-01-09T19:51:13.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"MATLAB R2022b","2023-01-09T19:51:13.0000000","2023-01-09T19:51:21.0000000","0:00:08","MATLAB"
"Facebook - Google Chrome","2023-01-09T19:51:21.0000000","2023-01-09T19:51:26.0000000","0:00:05","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:51:26.0000000","2023-01-09T19:53:15.0000000","0:01:49","MATLAB"
"System operacyjny Microsoft® Windows®","2023-01-09T19:53:15.0000000","2023-01-09T19:53:24.0000000","0:00:09","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-09T19:53:24.0000000","2023-01-09T19:53:30.0000000","0:00:06","Google Chrome"
"Number of function input arguments - MATLAB nargin - Google Chrome","2023-01-09T19:53:30.0000000","2023-01-09T19:53:42.0000000","0:00:12","Google Chrome"
"nargin and the if statement - MATLAB Answers - MATLAB Central - Google Chrome","2023-01-09T19:53:42.0000000","2023-01-09T19:53:53.0000000","0:00:11","Google Chrome"
"Facebook - Google Chrome","2023-01-09T19:53:53.0000000","2023-01-09T19:54:00.0000000","0:00:07","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:54:00.0000000","2023-01-09T19:56:25.0000000","0:02:25","MATLAB"
"System operacyjny Microsoft® Windows®","2023-01-09T19:56:25.0000000","2023-01-09T19:56:30.0000000","0:00:05","System operacyjny Microsoft® Windows®"
